,-,traw,t,-.1,-.2,ECG,Ax,Ay,Az,Amag,Aave,Smooth
562,67,39.1600000000005,11.2400000000011,-927,292,522,0.185379,0.964776,0.109922,0.9885549807173094,0.4200256666666667,0.4168256831683169
563,67,39.1800000000005,11.260000000001096,0,86903,518,0.18056,0.961482,0.114436,0.9849594651659529,0.418826,0.4168140066006601
564,67,39.2000000000005,11.280000000001099,-784,604,526,0.182573,0.965264,0.106262,0.988108851629718,0.41803300000000004,0.41679971287128714
565,67,39.2200000000005,11.300000000001102,536936130,133133,523,0.183671,0.975329,0.100284,0.9975262277945377,0.4197613333333334,0.41681199339934005
566,67,39.2400000000005,11.320000000001098,0,86903,538,0.18544,0.967826,0.099247,0.9904166430775484,0.4175043333333333,0.4168156171617163
567,67,39.2600000000005,11.340000000001101,-706,304,552,0.187819,0.98515,0.095221,1.0074043568011803,0.42273,0.41686171947194733
568,67,39.2800000000005,11.360000000001097,536936130,133133,548,0.186111,0.972401,0.102785,0.99537217428809,0.4204323333333333,0.416856082508251
569,67,39.3000000000005,11.3800000000011,536884860,209577,522,0.186843,0.970632,0.103517,0.9938574119872529,0.4203306666666667,0.41680776567656774
570,67,39.3200000000005,11.400000000001096,0,86903,471,0.18361,0.976,0.09699,0.9978455252192094,0.41886666666666666,0.4168202475247525
571,67,39.3400000000005,11.4200000000011,536936130,133133,427,0.181963,0.974048,0.106811,0.9966386654118935,0.4209406666666667,0.4168595049504951
572,67,39.3600000000005,11.440000000001096,536936130,133133,409,0.18727,0.972218,0.107604,0.9959199331472385,0.422364,0.41690862706270626
573,67,39.3800000000005,11.460000000001099,0,86903,407,0.181658,0.976793,0.091012,0.9977010463846372,0.41648766666666664,0.4168937293729374
574,67,39.4000000000005,11.480000000001102,536936130,133133,404,0.179218,0.978196,0.103212,0.9998195951690484,0.4202086666666667,0.4169221155115513
575,67,39.4200000000005,11.500000000001098,0,86903,401,0.185928,0.971486,0.103883,0.994558166759994,0.4204323333333333,0.4169503003300331
576,67,39.4400000000005,11.520000000001101,0,86903,391,0.186599,0.968192,0.099979,0.9910654550058741,0.4182566666666667,0.4169778811881189
577,67,39.4600000000005,11.540000000001097,-667,436,385,0.18483,0.977464,0.098942,0.9996937128740983,0.420412,0.4170302244224423
578,67,39.4800000000005,11.5600000000011,0,86903,382,0.184525,0.975878,0.098881,0.9980805572046778,0.4197613333333334,0.4170714950495051
579,67,39.5000000000005,11.580000000001096,-689,444,376,0.183488,0.975268,0.099186,0.9973231074050175,0.419314,0.41710592079207937
580,67,39.5200000000005,11.6000000000011,536936130,133133,373,0.181841,0.973865,0.097966,0.9955282641201103,0.41789066666666663,0.4171343069306932
581,67,39.5400000000005,11.620000000001095,0,86903,374,0.185013,0.974597,0.098881,0.9969185396706193,0.419497,0.41718020792079225
582,67,39.5600000000005,11.640000000001098,-708,476,372,0.184647,0.974841,0.098027,0.9970049060155121,0.4191716666666667,0.4172188613861388
583,67,39.5800000000005,11.660000000001101,536936130,133133,373,0.185806,0.974475,0.10004,0.9970623836355477,0.42010699999999995,0.41726295049504963
584,67,39.6000000000005,11.680000000001098,536936130,133133,378,0.184952,0.975939,0.09943,0.9982737595093842,0.42010699999999995,0.4173080462046206
585,67,39.6200000000005,11.7000000000011,536936130,133133,378,0.183183,0.974658,0.099491,0.9967009017423432,0.4191106666666667,0.4173527392739275
586,67,39.6400000000006,11.720000000001196,536936130,133133,371,0.182573,0.972462,0.101626,0.9946572704449509,0.418887,0.4173867623762377
587,67,39.6600000000006,11.7400000000012,536936130,133133,365,0.183244,0.974109,0.099369,0.9961630918569508,0.41890733333333335,0.4174268250825083
588,67,39.6800000000006,11.760000000001195,0,86903,366,0.183122,0.975634,0.097356,0.9974334862916925,0.41870399999999997,0.4174902409240925
589,67,39.7000000000006,11.780000000001198,536936130,133133,367,0.184037,0.975512,0.097539,0.9975004441272195,0.4190293333333334,0.4174570231023102
590,67,39.7200000000006,11.800000000001202,0,86903,402,0.183793,0.976793,0.096685,0.9986252655140466,0.41909033333333334,0.4174588349834984
591,67,39.7400000000006,11.820000000001198,0,86903,288,0.185379,0.975207,0.101565,0.9978524518760277,0.420717,0.41740085478547867
592,67,39.7600000000006,11.8400000000012,536936130,133133,0,0.189832,0.988383,0.073688,1.0091417463651973,0.417301,0.4174713168316833
593,67,39.7800000000006,11.860000000001197,0,86903,-1,0.173301,0.962702,0.134627,0.9873969852769452,0.4235433333333333,0.4175776138613863
594,67,39.8000000000006,11.8800000000012,-827,526,474,0.173118,0.958493,0.139751,0.9839761252052817,0.4237873333333333,0.41766055775577576
595,67,39.8200000000006,11.900000000001196,536936130,133133,515,0.184098,0.992531,0.105408,1.0149486223592799,0.4273456666666667,0.41779866336633675
596,67,39.8400000000006,11.920000000001199,0,86903,505,0.17568,0.976976,0.097112,0.9973847339517484,0.4165893333333333,0.4178157755775579
597,67,39.8600000000006,11.940000000001202,-927,319,517,0.177815,0.966484,0.109251,0.9887594639152639,0.41785,0.41787013201320156
598,67,39.8800000000006,11.960000000001198,536936130,133133,515,0.178791,0.961726,0.112362,0.9846361458940048,0.4176263333333334,0.41786670957095723
599,67,39.9000000000006,11.980000000001201,536936130,133133,523,0.179645,0.970144,0.102114,0.9919067374289783,0.417301,0.41787295049504974
600,67,39.9200000000006,12.000000000001197,536936130,133133,532,0.183427,0.982832,0.091866,1.0040137282472785,0.41937500000000005,0.41791100000000025
601,67,39.9400000000006,12.0200000000012,536936130,133133,531,0.182268,0.973682,0.099796,0.9956091113303454,0.418582,0.417952673267327
602,67,39.9600000000006,12.040000000001196,536936130,133133,549,0.184769,0.981185,0.096929,1.0031245279759635,0.420961,0.418013270627063
603,67,39.9800000000006,12.0600000000012,0,86903,545,0.182634,0.979538,0.099125,1.0013369248285016,0.4204323333333333,0.41808192079207945
604,67,40.0000000000006,12.080000000001196,536936130,133133,520,0.181231,0.976366,0.099247,0.9979905852892601,0.41894800000000004,0.4181396996699673
605,67,40.0200000000006,12.100000000001199,0,86903,475,0.175741,0.971303,0.102968,0.9924297586801799,0.41667066666666663,0.4181912376237626
606,67,40.0400000000006,12.120000000001202,0,86903,439,0.179584,0.975573,0.093147,0.9963279856523152,0.4161013333333334,0.4182174092409244
607,67,40.0600000000006,12.140000000001198,-861,495,420,0.182756,0.974109,0.107482,0.9969154827471585,0.421449,0.4183114257425746
608,67,40.0800000000006,12.160000000001201,0,86903,408,0.179218,0.97783,0.091683,0.9983368033449433,0.4162436666666667,0.4183206864686471
609,67,40.1000000000006,12.180000000001197,-787,520,403,0.177693,0.982405,0.09699,1.0030460838735178,0.4190293333333333,0.4183573267326735
610,67,40.1200000000006,12.2000000000012,536936130,133133,398,0.179889,0.975939,0.098515,0.9972573335238002,0.4181143333333333,0.41839980528052845
611,67,40.1400000000006,12.220000000001196,0,86903,387,0.182512,0.969107,0.0976,0.9909615368887937,0.4164063333333334,0.4184378547854789
612,67,40.1600000000006,12.2400000000012,-840,526,383,0.180987,0.978806,0.095709,0.9999888461807962,0.4185006666666667,0.4184893927392742
613,67,40.1800000000006,12.260000000001195,536936130,133133,374,0.17995,0.975695,0.099857,0.997163053855286,0.4185006666666667,0.41852422112211257
614,67,40.2000000000006,12.280000000001198,536936130,133133,374,0.181841,0.974109,0.09943,0.9959120533772046,0.41846,0.4185580429042909
615,67,40.2200000000006,12.300000000001202,536936130,133133,369,0.176534,0.975634,0.097844,0.9962928301699255,0.4166706666666667,0.41857294059405975
616,67,40.2400000000006,12.320000000001198,536936130,133133,367,0.178669,0.978806,0.09089,0.9991220092145903,0.41612166666666667,0.4185856237623766
617,67,40.2600000000006,12.3400000000012,536936130,133133,364,0.181414,0.976793,0.094062,0.9979395092334005,0.41742300000000004,0.41860937953795413
618,67,40.2800000000007,12.360000000001296,0,86903,363,0.18239,0.974536,0.093269,0.9958341396824071,0.41673166666666667,0.418638772277228
619,67,40.3000000000007,12.3800000000013,536884860,209577,364,0.182817,0.974841,0.094184,0.9962969721052052,0.4172806666666667,0.41867440594059435
620,67,40.3200000000007,12.400000000001295,0,86903,368,0.179584,0.973011,0.093208,0.993825211212213,0.41526766666666665,0.41868789438943926
621,67,40.3400000000007,12.420000000001298,0,86903,365,0.179889,0.973194,0.097051,0.9944272273816722,0.4167113333333334,0.4187108448844888
622,67,40.3600000000007,12.440000000001302,-564,336,365,0.181048,0.973621,0.094123,0.9947740291513445,0.41626399999999997,0.4187172871287131
623,67,40.3800000000007,12.460000000001298,0,86903,355,0.180682,0.976488,0.091561,0.9972753962617347,0.4162436666666667,0.4187388283828385
624,67,40.4000000000007,12.4800000000013,-596,644,354,0.18178,0.97661,0.091683,0.9976055497986165,0.416691,0.4186629306930696
625,67,40.4200000000007,12.500000000001297,536936130,133133,356,0.180072,0.974231,0.093147,0.9951021707111285,0.4158166666666667,0.41868708910891106
626,67,40.4400000000007,12.5200000000013,0,86903,400,0.176534,0.976061,0.092964,0.9962437624261443,0.4151863333333334,0.41861884158415863
627,67,40.4600000000007,12.540000000001296,-732,219,-1,0.183976,0.974231,0.087108,0.9952693171202456,0.415105,0.4186351485148516
628,67,40.4800000000007,12.560000000001299,536936130,133133,-2,0.179584,0.97661,0.080276,0.9962237405984661,0.41215666666666667,0.4185926699669969
629,67,40.5000000000007,12.580000000001302,536936130,133133,-2,0.169641,0.961848,0.114253,0.9833531369726748,0.4152473333333333,0.4185864290429045
630,67,40.5200000000007,12.600000000001298,536936130,133133,466,0.186111,0.968436,0.084302,0.9897537156388957,0.4129496666666667,0.4185550231023104
631,67,40.5400000000007,12.620000000001301,536936130,133133,491,0.182024,0.991189,0.094001,1.0121386062679358,0.4224046666666667,0.41860635973597377
632,67,40.5600000000007,12.640000000001297,536936130,133133,492,0.176778,0.978074,0.082411,0.9973318322810116,0.412421,0.41858099339934013
633,67,40.5800000000007,12.6600000000013,0,86903,481,0.170922,0.962824,0.116571,0.9848010880888587,0.4167723333333333,0.4185554257425745
634,67,40.6000000000007,12.680000000001296,536936130,133133,488,0.173972,0.953247,0.114375,0.9757190888867553,0.4138646666666667,0.4185123432343236
635,67,40.6200000000007,12.7000000000013,0,86903,492,0.177876,0.968985,0.10004,0.9902422951990084,0.4156336666666666,0.418489392739274
636,67,40.6400000000007,12.720000000001296,0,86903,504,0.185562,0.981673,0.084302,1.0026075812485162,0.417179,0.41849039933993415
637,67,40.6600000000007,12.740000000001299,1075052540,989857280,500,0.181414,0.976366,0.089304,0.997084153804482,0.4156946666666667,0.41846825412541266
638,67,40.6800000000007,12.760000000001302,0,86903,503,0.180926,0.977098,0.097356,0.9984652772209958,0.41846,0.41844107590759083
639,67,40.7000000000007,12.780000000001298,-758,475,503,0.181231,0.978257,0.094123,0.9993450718040291,0.41787033333333334,0.41849603630363047
640,67,40.7200000000007,12.800000000001301,536936130,133133,492,0.180987,0.969046,0.099796,0.9908408983792504,0.4166096666666667,0.4184936204620463
641,67,40.7400000000007,12.820000000001297,0,86903,467,0.179706,0.973011,0.097356,0.9942448608330846,0.416691,0.41848556765676576
642,67,40.7600000000007,12.8400000000013,-791,361,438,0.181109,0.984784,0.078507,1.004372115097786,0.41480000000000006,0.418474495049505
643,67,40.7800000000007,12.860000000001296,536936130,133133,431,0.181292,0.976183,0.102236,0.9981243602121932,0.4199036666666667,0.41847731353135326
644,67,40.8000000000007,12.8800000000013,536936130,133133,409,0.181231,0.972462,0.097295,0.9939785379121624,0.416996,0.4184553696369638
645,67,40.8200000000007,12.900000000001295,536936130,133133,413,0.17751,0.981978,0.088267,1.0017892272693891,0.4159183333333334,0.41843100990099014
646,67,40.8400000000007,12.920000000001298,536936130,133133,405,0.183976,0.973072,0.092537,0.9946252470800246,0.4165283333333334,0.4184279900990099
647,67,40.8600000000007,12.940000000001302,234236,4911,398,0.183976,0.977281,0.087413,0.9982817007768899,0.41622333333333333,0.4184102739273927
648,67,40.8800000000007,12.960000000001298,0,86903,394,0.180987,0.976854,0.094245,0.9979389517951487,0.41736199999999996,0.4183931617161716
649,67,40.9000000000007,12.9800000000013,536936130,133133,384,0.183366,0.973743,0.096197,0.9955161389018262,0.4177686666666667,0.41837625082508245
650,67,40.9200000000008,13.000000000001396,0,86903,382,0.182634,0.972706,0.096136,0.9943612376234302,0.4171586666666667,0.41836175577557755
651,67,40.9400000000008,13.0200000000014,0,86903,380,0.178852,0.974231,0.098393,0.995386990930663,0.4171586666666667,0.4183454488448845
652,67,40.9600000000008,13.040000000001395,-782,428,375,0.183427,0.972889,0.09516,0.9945923266595212,0.4171586666666666,0.4183295445544554
653,67,40.9800000000008,13.060000000001398,0,86903,374,0.183183,0.973621,0.094977,0.9952459463162862,0.41726033333333334,0.4183186732673268
654,67,41.0000000000008,13.080000000001402,-603,961,375,0.183793,0.974292,0.095892,0.9961024263483149,0.41799233333333335,0.4183172640264026
655,67,41.0200000000008,13.100000000001398,536936130,133133,379,0.183183,0.976061,0.094367,0.9975751690469244,0.41787033333333334,0.41831625742574247
656,67,41.0400000000008,13.1200000000014,0,86903,377,0.184586,0.977891,0.091805,0.9993852897166338,0.41809399999999997,0.4183102178217821
657,67,41.0600000000008,13.140000000001397,-719,543,370,0.185135,0.973316,0.096014,0.9954083043038168,0.418155,0.4182778052805278
658,67,41.0800000000008,13.1600000000014,536936130,133133,368,0.184708,0.973194,0.093574,0.9949772361094499,0.4171586666666667,0.4182753894389437
659,67,41.1000000000008,13.180000000001396,536936130,133133,370,0.18605,0.972706,0.09638,0.9950179241280028,0.4183786666666666,0.4181632541254124
660,67,41.1200000000008,13.200000000001399,536936130,133133,370,0.182573,0.975512,0.095953,0.9970774998373998,0.41801266666666664,0.4181578184818481
661,67,41.1400000000008,13.220000000001402,536936130,133133,464,0.183183,0.974902,0.098637,0.9968546427950267,0.41890733333333335,0.4180895709570957
662,67,41.1600000000008,13.240000000001398,536936130,133133,0,0.189588,0.985577,0.079483,1.0067885477904486,0.418216,0.418094201320132
663,67,41.1800000000008,13.260000000001401,0,86903,-1,0.176046,0.961421,0.129564,0.9859560656809206,0.4223436666666667,0.41811715181518144
664,67,41.2000000000008,13.280000000001397,536936130,133133,348,0.180987,0.962824,0.120597,0.9870815495965873,0.4214693333333333,0.41814332343234323
665,67,41.2200000000008,13.3000000000014,0,86903,504,0.190259,0.985272,0.067832,1.0057636806372559,0.4144543333333333,0.4181078910891088
666,67,41.2400000000008,13.320000000001397,0,86903,496,0.182878,0.985943,0.074664,1.0055360137901577,0.41449500000000006,0.4180557491749175
667,67,41.2600000000008,13.3400000000014,-2142765060,179363,484,0.172508,0.960506,0.115412,0.9826752850479145,0.416142,0.41804226072607253
668,67,41.2800000000008,13.360000000001396,0,86903,491,0.178913,0.955382,0.11224,0.9784489997404054,0.41551166666666656,0.41797079207920784
669,67,41.3000000000008,13.380000000001399,-872,333,498,0.18178,0.961543,0.109129,0.9846410756666614,0.417484,0.417941600660066
670,67,41.3200000000008,13.400000000001402,536936130,133133,507,0.190869,0.983564,0.083387,1.0053767995264262,0.4192733333333334,0.4179311320132015
671,67,41.3400000000008,13.420000000001398,0,86903,501,0.185562,0.977952,0.092171,0.9996593736813556,0.4185616666666667,0.4179281122112212
672,67,41.3600000000008,13.440000000001401,-817,667,506,0.182573,0.975634,0.094977,0.9971034213229839,0.41772800000000004,0.4178963036303631
673,67,41.3800000000008,13.460000000001397,536936130,133133,509,0.183915,0.973316,0.095953,0.9951762362968681,0.41772799999999993,0.417850402640264
674,67,41.4000000000008,13.4800000000014,536936130,133133,505,0.184464,0.970449,0.095709,0.9924507250125821,0.416874,0.4178542277227724
675,67,41.4200000000008,13.500000000001396,536936130,133133,476,0.186538,0.970693,0.098271,0.9933269930561638,0.4185006666666667,0.4178373168316833
676,67,41.4400000000008,13.5200000000014,536936130,133133,448,0.184281,0.973011,0.103334,0.9956845929499963,0.4202086666666667,0.41783510231023113
677,67,41.4600000000008,13.540000000001395,536936130,133133,438,0.185806,0.976061,0.105774,0.9992032247911332,0.422547,0.41787758085808596
678,67,41.4800000000008,13.560000000001398,0,86903,424,0.188307,0.969961,0.101443,0.9932645921500474,0.4199036666666667,0.41787254785478567
679,67,41.5000000000008,13.580000000001402,536936130,133133,425,0.182817,0.973743,0.088267,0.994680123872494,0.41494233333333336,0.4178248349834986
680,67,41.5200000000008,13.600000000001398,0,86903,418,0.17873,0.975939,0.091256,0.9963578685176325,0.41530833333333333,0.41778517491749195
681,67,41.5400000000008,13.6200000000014,0,86903,403,0.184891,0.967521,0.092476,0.9893600850539706,0.41496266666666665,0.4177561848184821
682,67,41.5600000000009,13.640000000001496,-576,421,400,0.182268,0.978684,0.092171,0.9997697179455877,0.41770766666666664,0.4177384686468649
683,67,41.5800000000009,13.6600000000015,0,86903,391,0.181109,0.977891,0.094611,0.9990107702537545,0.41787033333333334,0.4177255841584161
684,67,41.6000000000009,13.680000000001495,-527,248,387,0.180682,0.971974,0.09455,0.9931360150049942,0.4157353333333333,0.4176823003300332
685,67,41.6200000000009,13.700000000001499,536936130,133133,385,0.182695,0.971303,0.095892,0.9929764632145115,0.41663000000000006,0.41764787458745883
686,67,41.6400000000009,13.720000000001502,0,86903,385,0.182451,0.974658,0.090524,0.9957113933972033,0.41587766666666665,0.4176158646864687
687,67,41.6600000000009,13.740000000001498,-397,172,384,0.184403,0.974353,0.092232,0.9959292027257761,0.4169960000000001,0.4175971419141915
688,67,41.6800000000009,13.7600000000015,536936130,133133,389,0.184281,0.97417,0.092354,0.9957388900595376,0.416935,0.41757761386138614
689,67,41.7000000000009,13.780000000001497,536936130,133133,390,0.184952,0.974353,0.091683,0.9959803127582392,0.416996,0.417560702970297
690,67,41.7200000000009,13.8000000000015,536936130,133133,382,0.185013,0.97539,0.093452,0.9971703658718504,0.4179516666666667,0.41755003300330035
691,67,41.7400000000009,13.820000000001496,536936130,133133,380,0.185013,0.973987,0.092232,0.9956843014540302,0.41707733333333336,0.41753010231023097
692,67,41.7600000000009,13.840000000001499,-332,988,374,0.186355,0.97234,0.089487,0.9940730278978502,0.4160606666666667,0.41748399999999997
693,67,41.7800000000009,13.860000000001502,0,86903,371,0.192699,0.974963,0.08967,0.997860944656118,0.41911066666666663,0.41750191749174914
694,67,41.8000000000009,13.880000000001498,536936130,133133,376,0.190381,0.977342,0.088694,0.9996544081636414,0.4188056666666667,0.41745500990099005
695,67,41.8200000000009,13.900000000001501,0,86903,458,0.178486,0.971425,0.098454,0.992580965431536,0.41612166666666667,0.41737911221122104
696,67,41.8400000000009,13.920000000001497,0,86903,-2,0.180743,0.967948,0.103334,0.9900854904042378,0.41734166666666667,0.41728006270627055
697,67,41.8600000000009,13.9400000000015,-450,167,2,0.178425,0.972645,0.089121,0.9928828376455099,0.413397,0.41724845544554456
698,67,41.8800000000009,13.960000000001497,0,86903,0,0.182573,0.960567,0.117181,0.9847605031574936,0.420107,0.4172708019801981
699,67,41.9000000000009,13.9800000000015,-569,563,548,0.189283,0.981734,0.040992,1.0006548080676971,0.40400299999999995,0.4171359174917492
700,67,41.9200000000009,14.000000000001496,536936130,133133,512,0.187392,0.987956,0.114863,1.0121098400712247,0.43007033333333333,0.4172623465346535
701,67,41.9400000000009,14.020000000001499,0,86903,528,0.180011,0.986614,0.080154,1.0060993036639077,0.41559300000000005,0.417224900990099
702,67,41.9600000000009,14.040000000001502,-876,361,522,0.182939,0.961909,0.115351,0.9859216273127392,0.4200663333333334,0.417239597359736
703,67,41.9800000000009,14.060000000001498,536936130,133133,528,0.183427,0.965691,0.101199,0.9881527257519457,0.41677233333333336,0.41719812541254125
704,67,42.0000000000009,14.080000000001501,-840,523,541,0.185318,0.978318,0.088511,0.999641469412409,0.41738233333333336,0.4171679273927393
705,67,42.0200000000009,14.100000000001497,-840,523,533,0.183671,0.965813,0.103029,0.9885063287865183,0.4175043333333333,0.4171536336633663
706,67,42.0400000000009,14.1200000000015,536936130,133133,554,0.189222,0.97417,0.093025,0.9967275479332354,0.41880566666666663,0.41717477227722766
707,67,42.0600000000009,14.140000000001496,-536813568,113,562,0.189832,0.985028,0.08906,1.0070988196835502,0.42130666666666666,0.417226310231023
708,67,42.0800000000009,14.1600000000015,0,86903,555,0.190259,0.97417,0.100223,0.9976223362124567,0.42155066666666663,0.4172273168316831
709,67,42.1000000000009,14.180000000001495,536936130,133133,526,0.191174,0.971852,0.100467,0.9955588512333161,0.4211643333333334,0.41727603630363036
710,67,42.1200000000009,14.200000000001499,0,86903,471,0.182939,0.978501,0.09638,1.0001099885122635,0.41927333333333333,0.4172784521452145
711,67,42.1400000000009,14.220000000001502,0,86903,436,0.184952,0.974475,0.099186,0.9968182535071275,0.41953766666666664,0.4172925445544554
712,67,42.1600000000009,14.240000000001498,-685,377,423,0.194102,0.970266,0.109007,0.9954768823076706,0.4244583333333334,0.4173722673267327
713,67,42.1800000000009,14.2600000000015,0,86903,417,0.183122,0.979172,0.08784,1.00001366894058,0.4167113333333334,0.41735455115511555
714,67,42.200000000001,14.280000000001596,-673,341,414,0.179767,0.982344,0.100284,1.003679624821088,0.42079833333333333,0.417377300330033
715,67,42.220000000001,14.3000000000016,536936130,133133,409,0.182085,0.976,0.093391,0.9972225559552892,0.4171586666666667,0.4173644158415842
716,67,42.240000000001,14.320000000001595,0,86903,402,0.190198,0.965691,0.096441,0.9889566487799148,0.41744333333333333,0.4173720660066007
717,67,42.260000000001,14.340000000001599,-763,280,397,0.189405,0.981856,0.089731,1.0039756526539874,0.42033066666666663,0.4174137392739274
718,67,42.280000000001,14.360000000001602,536936130,133133,389,0.19032,0.976183,0.094245,0.9990180538478772,0.4202493333333333,0.41744172277227715
719,67,42.300000000001,14.380000000001598,-787,310,381,0.190198,0.973316,0.096685,0.996427269942468,0.42006633333333326,0.4174747392739273
720,67,42.320000000001,14.4000000000016,-787,310,379,0.18605,0.972157,0.098027,0.9946422109874485,0.4187446666666667,0.4174892343234323
721,67,42.340000000001,14.420000000001597,536936130,133133,375,0.188551,0.973011,0.097539,0.9958994639234424,0.41970033333333334,0.4175331221122112
722,67,42.360000000001,14.4400000000016,536936130,133133,376,0.188673,0.969595,0.099308,0.9927608190385034,0.419192,0.4175576831683168
723,67,42.380000000001,14.460000000001596,0,86903,377,0.188734,0.975146,0.094367,0.9977150769438137,0.4194156666666667,0.41758888778877884
724,67,42.400000000001,14.4800000000016,536936130,133133,371,0.189771,0.974902,0.096563,0.9978834375887797,0.420412,0.41763015841584145
725,67,42.420000000001,14.500000000001595,0,86903,370,0.190015,0.971608,0.098332,0.994885414564411,0.41998500000000005,0.4176627722772276
726,67,42.440000000001,14.520000000001598,0,86903,361,0.188856,0.972279,0.097539,0.995242130889765,0.41955800000000004,0.41769981518151805
727,67,42.460000000001,14.540000000001601,1074790400,989857470,361,0.188978,0.970449,0.09821,0.9935437334033163,0.4192123333333333,0.4177396765676567
728,67,42.480000000001,14.560000000001597,0,86903,362,0.187575,0.972096,0.097539,0.9948210242862783,0.41907,0.4177789339933992
729,67,42.500000000001,14.5800000000016,0,0,471,0.185013,0.975634,0.097844,0.9978301260540293,0.419497,0.41785161056105596
730,67,42.520000000001,14.600000000001597,536936130,133133,-1,0.19398,0.98149,0.080764,1.0037298860729413,0.4187446666666667,0.41788623762376226
731,67,42.540000000001,14.6200000000016,0,86903,-1,0.183061,0.972218,0.103029,0.9946527756388156,0.419436,0.41795045874587455
732,67,42.560000000001,14.640000000001596,-634,298,-1,0.187575,0.97173,0.090707,0.9938165491548226,0.4166706666666667,0.4178936864686467
733,67,42.580000000001,14.660000000001599,536936130,133133,556,0.186294,0.980392,0.108092,1.003771791078032,0.4249260000000001,0.41801749834983487
734,67,42.600000000001,14.680000000001602,-834,427,509,0.183976,0.982527,0.1037,1.004967742917652,0.42340099999999997,0.4180831287128712
735,67,42.620000000001,14.700000000001598,-834,427,527,0.18361,0.966667,0.106689,0.9897172645306336,0.4189886666666667,0.41813386138613845
736,67,42.640000000001,14.720000000001601,536936130,133133,529,0.185379,0.965569,0.107299,0.9890409206918589,0.4194156666666667,0.4181713069306929
737,67,42.660000000001,14.740000000001597,234236,4911,531,0.187026,0.971608,0.102236,0.9947125363822454,0.42029,0.41820210891089094
738,67,42.680000000001,14.7600000000016,0,86903,539,0.182878,0.975146,0.098942,0.9970675020097686,0.4189886666666667,0.4182347227722771
739,67,42.700000000001,14.780000000001596,536936130,133133,539,0.184281,0.966972,0.110593,0.9905680932646681,0.42061533333333334,0.4182560627062704
740,67,42.720000000001,14.8000000000016,536936130,133133,556,0.192638,0.978928,0.091378,1.0018779202637416,0.4209813333333334,0.4182868646864684
741,67,42.740000000001,14.820000000001595,0,86903,559,0.189405,0.984174,0.093147,1.0065530686009556,0.422242,0.4183426303630361
742,67,42.760000000001,14.840000000001599,-673,371,555,0.1891,0.971486,0.100528,0.9948114077452067,0.42037133333333326,0.4183790693069306
743,67,42.780000000001,14.860000000001602,0,86903,521,0.18788,0.972096,0.097051,0.9948308520633042,0.41900899999999996,0.41842074257425743
744,67,42.800000000001,14.880000000001598,0,86903,493,0.186233,0.976488,0.0976,0.9988680115175379,0.420107,0.4184227557755775
745,67,42.820000000001,14.9000000000016,-736,420,430,0.182085,0.976305,0.102114,0.9983755151474819,0.42016800000000004,0.41845416171617156
746,67,42.8400000000011,14.920000000001696,0,86903,423,0.182573,0.98271,0.083509,1.003008273899074,0.416264,0.4184575841584158
747,67,42.8600000000011,14.9400000000017,-727,449,407,0.186111,0.97112,0.105225,0.9943760150697522,0.4208186666666666,0.41850006270627055
748,67,42.8800000000011,14.960000000001695,536936130,133133,414,0.179462,0.978318,0.100284,0.9996847499206938,0.4193546666666667,0.41853106600660056
749,67,42.9000000000011,14.980000000001699,0,86903,406,0.183366,0.974658,0.100345,0.9968201572726146,0.41945633333333326,0.418551801980198
750,67,42.9200000000011,15.000000000001702,-686,432,393,0.187636,0.970876,0.093025,0.9932074941808483,0.41717899999999997,0.41854596369636954
751,67,42.9400000000011,15.020000000001698,536936130,133133,390,0.188246,0.97844,0.093208,1.0007342910982915,0.4199646666666666,0.4185737458745873
752,67,42.9600000000011,15.040000000001701,0,86903,384,0.18666,0.979111,0.093696,1.0011389745370018,0.4198223333333333,0.4186001188118811
753,67,42.9800000000011,15.060000000001697,0,86903,376,0.185196,0.975451,0.097295,0.9976314594287812,0.41931399999999996,0.4186214587458745
754,67,43.0000000000011,15.0800000000017,536936130,133133,372,0.181536,0.974048,0.099674,0.9958211344794807,0.4184193333333333,0.41863293399339924
755,67,43.0200000000011,15.100000000001696,536936130,133133,369,0.18422,0.97417,0.099674,0.9964331907237935,0.4193546666666667,0.41864642244224404
756,67,43.0400000000011,15.1200000000017,0,86903,366,0.183976,0.973377,0.098454,0.9954914077082735,0.41860233333333335,0.41865366996699654
757,67,43.0600000000011,15.140000000001695,-882,250,370,0.185135,0.972889,0.101443,0.9955293349746154,0.4198223333333333,0.4186707821782177
758,67,43.0800000000011,15.160000000001698,0,86903,373,0.186416,0.974475,0.097234,0.9968986415062466,0.419375,0.4186828613861385
759,67,43.1000000000011,15.180000000001701,0,86903,373,0.186477,0.974475,0.09577,0.996768323159399,0.4189073333333333,0.4187001749174916
760,67,43.1200000000011,15.200000000001697,-643,177,361,0.185501,0.972767,0.098942,0.9952264951527366,0.41907000000000005,0.41870701980198016
761,67,43.1400000000011,15.2200000000017,0,86903,359,0.185074,0.972767,0.097051,0.9949607622243202,0.41829733333333335,0.41870983828382835
762,67,43.1600000000011,15.240000000001697,-799,518,362,0.186477,0.972706,0.098088,0.9952647334799922,0.41909033333333334,0.4187116501650165
763,67,43.1800000000011,15.2600000000017,536936130,133133,361,0.186416,0.974292,0.0976,0.9967555298667774,0.419436,0.4187237293729372
764,67,43.2000000000011,15.280000000001696,0,86903,373,0.185745,0.974963,0.096258,0.9971557846986598,0.4189886666666667,0.41869051155115505
